,source,ego_pos,ego_init_speed,other_pos,other_init_speed,ped_delay,ped_init_speed,min_dist,min_angle,min_ttc,collision,oob,collision_speed
10950,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-20-0-08_07_2021-02h15m05s.txt,120,30,0,20,1,20,0.7713025349549452,0.0,inf,False,True,
10951,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-20-10-08_07_2021-02h15m04s.txt,120,30,10,20,1,20,0.0,0.0,0.0,False,True,
10952,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-20-15-08_07_2021-02h15m03s.txt,120,30,15,20,1,20,0.0,0.0,0.0,True,True,25.04514919516194
10953,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-20-20-08_07_2021-02h14m46s.txt,120,30,20,20,1,20,0.0,0.0,0.0,True,True,25.041167186282053
10954,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-20-25-08_07_2021-02h14m46s.txt,120,30,25,20,1,20,0.0,0.0,0.0,True,True,24.568758891742824
10955,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-20-5-08_07_2021-02h14m45s.txt,120,30,5,20,1,20,0.4147049277171937,0.0,inf,False,True,
10956,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-30-0-08_07_2021-02h14m28s.txt,120,30,0,30,1,20,0.9322559219901998,0.0,inf,False,True,
10957,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-30-10-08_07_2021-02h14m27s.txt,120,30,10,30,1,20,0.525031188666337,0.0,inf,False,True,
10958,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-30-15-08_07_2021-02h14m27s.txt,120,30,15,30,1,20,0.27760298360217783,0.0,inf,False,True,
10959,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-30-20-08_07_2021-02h14m11s.txt,120,30,20,30,1,20,0.0,0.0,0.0,True,True,25.270574142375438
10960,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-30-25-08_07_2021-02h14m10s.txt,120,30,25,30,1,20,0.0,0.0,0.0,True,True,25.274575159922513
10961,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-30-5-08_07_2021-02h14m10s.txt,120,30,5,30,1,20,0.7314584314897381,0.0,inf,False,True,
10962,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-40-0-08_07_2021-02h13m53s.txt,120,30,0,40,1,20,1.2993889904019582,0.0,inf,False,True,
10963,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-40-10-08_07_2021-02h13m52s.txt,120,30,10,40,1,20,0.9726641548766839,0.0,inf,False,True,
10964,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-40-15-08_07_2021-02h13m53s.txt,120,30,15,40,1,20,0.6729925882604464,0.0,inf,False,True,
10965,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-40-20-08_07_2021-02h13m35s.txt,120,30,20,40,1,20,0.4024885802044791,0.0,inf,False,True,
10966,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-40-25-08_07_2021-02h13m35s.txt,120,30,25,40,1,20,0.42360416946887236,0.0,inf,False,True,
10967,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-40-5-08_07_2021-02h13m35s.txt,120,30,5,40,1,20,0.8875832322440043,0.0,inf,False,True,
10968,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-50-0-08_07_2021-02h13m17s.txt,120,30,0,50,1,20,0.9963356587132246,0.0,inf,False,True,
10969,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-50-10-08_07_2021-02h13m18s.txt,120,30,10,50,1,20,0.9893168433078521,0.0,inf,False,True,
10970,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-50-15-08_07_2021-02h13m16s.txt,120,30,15,50,1,20,0.8695289231736734,0.0,inf,False,True,
10971,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-50-20-08_07_2021-02h12m59s.txt,120,30,20,50,1,20,1.0283281072666477,0.0,inf,False,True,
10972,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-50-25-08_07_2021-02h12m59s.txt,120,30,25,50,1,20,0.4951855575343673,0.0,inf,False,True,
10973,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-50-5-08_07_2021-02h12m59s.txt,120,30,5,50,1,20,1.3256781664942316,0.0,inf,False,True,
10974,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-60-0-08_07_2021-02h12m41s.txt,120,30,0,60,1,20,0.9919639958475668,0.0,inf,False,True,
10975,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-60-10-08_07_2021-02h12m41s.txt,120,30,10,60,1,20,1.2779627565337295,0.0,inf,False,True,
10976,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-60-15-08_07_2021-02h12m42s.txt,120,30,15,60,1,20,1.3794241759196293,0.0,inf,False,True,
10977,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-60-20-08_07_2021-02h12m24s.txt,120,30,20,60,1,20,0.9800106404114737,0.0,inf,False,True,
10978,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-60-25-08_07_2021-02h12m23s.txt,120,30,25,60,1,20,0.7330539356484009,0.0,inf,False,True,
10979,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-120-60-5-08_07_2021-02h12m23s.txt,120,30,5,60,1,20,1.0743668931762378,0.0,inf,False,True,
10980,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-10-0-08_07_2021-02h12m07s.txt,125,30,0,10,1,20,0.0,0.0,0.0,False,True,
10981,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-10-10-08_07_2021-02h12m07s.txt,125,30,10,10,1,20,0.0,0.0,0.0,True,True,25.95216171277157
10982,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-10-15-08_07_2021-02h12m07s.txt,125,30,15,10,1,20,0.0,0.0,0.0,True,True,25.478884910827446
10983,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-10-20-08_07_2021-02h11m51s.txt,125,30,20,10,1,20,0.0,0.0,0.0,True,True,24.981583355466903
10984,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-10-25-08_07_2021-02h11m51s.txt,125,30,25,10,1,20,2.3381566217983973,0.0,0.0915716180986257,True,True,23.70490292496133
10985,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-10-5-08_07_2021-02h11m51s.txt,125,30,5,10,1,20,0.0,0.0,0.0,True,True,26.886066089662183
10986,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-20-0-08_07_2021-02h11m35s.txt,125,30,0,20,1,20,0.716476323527552,0.0,inf,False,True,
10987,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-20-10-08_07_2021-02h11m35s.txt,125,30,10,20,1,20,0.0,0.0,0.0,True,True,26.651069519506905
10988,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-20-15-08_07_2021-02h11m34s.txt,125,30,15,20,1,20,0.0,0.0,0.0,True,True,26.41967342769286
10989,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-20-20-08_07_2021-02h11m19s.txt,125,30,20,20,1,20,0.0,0.0,0.0,True,True,26.18415126970762
10990,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-20-25-08_07_2021-02h11m19s.txt,125,30,25,20,1,20,0.0,0.0,0.0,True,True,25.475603008664365
10991,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-20-5-08_07_2021-02h11m18s.txt,125,30,5,20,1,20,0.25500686983879683,0.0,inf,False,True,
10992,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-30-0-08_07_2021-02h11m02s.txt,125,30,0,30,1,20,0.9690633569271818,0.0,inf,False,True,
10993,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-30-10-08_07_2021-02h11m00s.txt,125,30,10,30,1,20,0.2385990540955727,0.0,inf,False,True,
10994,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-30-15-08_07_2021-02h11m00s.txt,125,30,15,30,1,20,0.0,0.0,0.0,True,True,26.651793706578506
10995,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-30-20-08_07_2021-02h10m44s.txt,125,30,20,30,1,20,0.0,0.0,0.0,True,True,26.18410016026413
10996,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-30-25-08_07_2021-02h10m43s.txt,125,30,25,30,1,20,0.0,0.0,0.0,True,True,26.183225537125143
10997,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-30-5-08_07_2021-02h10m42s.txt,125,30,5,30,1,20,0.5995597720728418,0.0,inf,False,True,
10998,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-40-0-08_07_2021-02h10m27s.txt,125,30,0,40,1,20,0.8632701256854838,0.0,inf,False,True,
10999,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-40-10-08_07_2021-02h10m27s.txt,125,30,10,40,1,20,0.5562042377178229,0.0,inf,False,True,
11000,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-40-15-08_07_2021-02h10m26s.txt,125,30,15,40,1,20,0.5773721285076303,0.0,inf,False,True,
11001,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-40-20-08_07_2021-02h10m10s.txt,125,30,20,40,1,20,0.4004123729326383,0.0,0.07093661731320683,False,True,
11002,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-40-25-08_07_2021-02h10m08s.txt,125,30,25,40,1,20,0.0,0.0,0.0,True,True,26.65490364927083
11003,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-40-5-08_07_2021-02h10m07s.txt,125,30,5,40,1,20,1.1049479578358876,0.0,inf,False,True,
11004,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-50-0-08_07_2021-02h09m52s.txt,125,30,0,50,1,20,1.021983290963338,0.0,inf,False,True,
11005,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-50-10-08_07_2021-02h09m52s.txt,125,30,10,50,1,20,1.1012266609505241,0.0,inf,False,True,
11006,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-50-15-08_07_2021-02h09m51s.txt,125,30,15,50,1,20,1.7021266065450602,0.0,inf,False,True,
11007,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-50-20-08_07_2021-02h09m35s.txt,125,30,20,50,1,20,0.4744060648295352,0.0,inf,False,True,
11008,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-50-25-08_07_2021-02h09m33s.txt,125,30,25,50,1,20,0.6160295165078664,0.0,inf,False,True,
11009,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-50-5-08_07_2021-02h09m33s.txt,125,30,5,50,1,20,0.8693835568628918,0.0,inf,False,True,
11010,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-60-0-08_07_2021-02h09m17s.txt,125,30,0,60,1,20,0.9923900541430948,0.0,inf,False,True,
11011,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-60-10-08_07_2021-02h09m15s.txt,125,30,10,60,1,20,0.9448736659445549,0.0,inf,False,True,
11012,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-60-15-08_07_2021-02h09m14s.txt,125,30,15,60,1,20,1.123954179298615,0.0,inf,False,True,
11013,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-60-20-08_07_2021-02h09m00s.txt,125,30,20,60,1,20,1.1079352342543172,0.0,inf,False,True,
11014,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-60-25-08_07_2021-02h09m00s.txt,125,30,25,60,1,20,0.6352776319008826,0.0,inf,False,True,
11015,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-30-125-60-5-08_07_2021-02h09m00s.txt,125,30,5,60,1,20,0.9101605824156471,0.0,inf,False,True,
11016,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-10-0-08_07_2021-02h08m42s.txt,100,40,0,10,1,20,0.7161498933261488,0.0,inf,False,True,
11017,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-10-10-08_07_2021-02h08m43s.txt,100,40,10,10,1,20,0.0,0.0,0.0,True,True,31.438598389508737
11018,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-10-15-08_07_2021-02h08m42s.txt,100,40,15,10,1,20,0.0,0.0,0.0,True,True,30.73144274677235
11019,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-10-20-08_07_2021-02h08m24s.txt,100,40,20,10,1,20,0.0,0.0,0.0,True,True,30.731602651258413
11020,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-10-25-08_07_2021-02h08m24s.txt,100,40,25,10,1,20,0.0,0.0,0.0,True,True,30.23326315088771
11021,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-10-5-08_07_2021-02h08m24s.txt,100,40,5,10,1,20,0.25425775386242844,0.0,inf,False,True,
11022,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-20-0-08_07_2021-02h08m06s.txt,100,40,0,20,1,20,1.021455219623208,0.0,inf,False,True,
11023,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-20-10-08_07_2021-02h08m06s.txt,100,40,10,20,1,20,0.6844216633245406,0.0,inf,False,True,
11024,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-20-15-08_07_2021-02h08m05s.txt,100,40,15,20,1,20,0.46176585687977,0.0,inf,False,True,
11025,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-20-20-08_07_2021-02h07m48s.txt,100,40,20,20,1,20,0.20357576336634864,0.0,inf,False,True,
11026,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-20-25-08_07_2021-02h07m48s.txt,100,40,25,20,1,20,0.0,0.0,0.0,True,True,31.207451933651246
11027,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-20-5-08_07_2021-02h07m47s.txt,100,40,5,20,1,20,0.8623526299505637,0.0,inf,False,True,
11028,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-30-0-08_07_2021-02h07m30s.txt,100,40,0,30,1,20,1.2052898573071529,0.0,inf,False,True,
11029,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-30-10-08_07_2021-02h07m30s.txt,100,40,10,30,1,20,0.9584859726529311,0.0,inf,False,True,
11030,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-30-15-08_07_2021-02h07m29s.txt,100,40,15,30,1,20,1.0931095623277969,0.0,inf,False,True,
11031,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-30-20-08_07_2021-02h07m12s.txt,100,40,20,30,1,20,0.6793300631129005,0.0,inf,False,True,
11032,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-30-25-08_07_2021-02h07m11s.txt,100,40,25,30,1,20,0.5121625913783427,0.0,inf,False,True,
11033,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-30-5-08_07_2021-02h07m11s.txt,100,40,5,30,1,20,1.0209545350064673,0.0,inf,False,True,
11034,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-40-0-08_07_2021-02h06m53s.txt,100,40,0,40,1,20,1.3486222586063614,0.0,inf,False,True,
11035,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-40-10-08_07_2021-02h06m53s.txt,100,40,10,40,1,20,1.2092161566057569,0.0,inf,False,True,
11036,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-40-15-08_07_2021-02h06m53s.txt,100,40,15,40,1,20,0.9952409672361049,0.0,inf,False,True,
11037,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-40-20-08_07_2021-02h06m35s.txt,100,40,20,40,1,20,1.0193101192815304,0.0,inf,False,True,
11038,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-40-25-08_07_2021-02h06m34s.txt,100,40,25,40,1,20,0.8574057887009023,0.0,inf,False,True,
11039,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-40-5-08_07_2021-02h06m34s.txt,100,40,5,40,1,20,0.987081675104172,0.0,inf,False,True,
11040,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-50-0-08_07_2021-02h06m17s.txt,100,40,0,50,1,20,1.1080464606385085,0.0,inf,False,True,
11041,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-50-10-08_07_2021-02h06m16s.txt,100,40,10,50,1,20,1.1445546797463781,0.0,inf,False,True,
11042,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-50-15-08_07_2021-02h06m16s.txt,100,40,15,50,1,20,1.4096901219706899,0.0,inf,False,True,
11043,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-50-20-08_07_2021-02h05m59s.txt,100,40,20,50,1,20,1.0284755135633343,0.0,inf,False,True,
11044,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-50-25-08_07_2021-02h05m59s.txt,100,40,25,50,1,20,0.9674835704911198,0.0,inf,False,True,
11045,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-50-5-08_07_2021-02h05m57s.txt,100,40,5,50,1,20,0.9908386027434379,0.0,inf,False,True,
11046,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-60-0-08_07_2021-02h05m40s.txt,100,40,0,60,1,20,1.4381313031587384,0.0,inf,False,True,
11047,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-60-10-08_07_2021-02h05m41s.txt,100,40,10,60,1,20,1.5360058851042808,0.0,inf,False,True,
11048,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-60-15-08_07_2021-02h05m40s.txt,100,40,15,60,1,20,1.2937613670194095,0.0,inf,False,True,
11049,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-60-20-08_07_2021-02h05m23s.txt,100,40,20,60,1,20,1.1135886597555151,0.0,inf,False,True,
11050,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-60-25-08_07_2021-02h05m22s.txt,100,40,25,60,1,20,0.991819569260203,0.0,inf,False,True,
11051,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-100-60-5-08_07_2021-02h05m22s.txt,100,40,5,60,1,20,1.655088460005862,0.0,inf,False,True,
11052,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-10-0-08_07_2021-02h05m05s.txt,105,40,0,10,1,20,0.6058226592341134,0.0,inf,False,True,
11053,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-10-10-08_07_2021-02h05m04s.txt,105,40,10,10,1,20,0.0,0.0,0.0,False,True,
11054,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-10-15-08_07_2021-02h05m02s.txt,105,40,15,10,1,20,0.0,0.0,0.0,True,True,32.63430939298027
11055,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-10-20-08_07_2021-02h04m46s.txt,105,40,20,10,1,20,0.0,0.0,0.0,True,True,32.148766082388434
11056,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-10-25-08_07_2021-02h04m46s.txt,105,40,25,10,1,20,0.0,0.0,0.0,True,True,31.37512129150393
11057,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-10-5-08_07_2021-02h04m46s.txt,105,40,5,10,1,20,0.35882857570470206,0.0,inf,False,True,
11058,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-20-0-08_07_2021-02h04m29s.txt,105,40,0,20,1,20,1.0840192754683224,0.0,inf,False,True,
11059,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-20-10-08_07_2021-02h04m28s.txt,105,40,10,20,1,20,0.5670194580021062,0.0,inf,False,True,
11060,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-20-15-08_07_2021-02h04m28s.txt,105,40,15,20,1,20,0.2884736065671243,0.0,inf,False,True,
11061,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-20-20-08_07_2021-02h04m10s.txt,105,40,20,20,1,20,0.019159029220429336,0.0,0.02547028440179887,False,True,
11062,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-20-25-08_07_2021-02h04m10s.txt,105,40,25,20,1,20,0.0,0.0,0.0,True,True,32.86007496113127
11063,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-20-5-08_07_2021-02h04m10s.txt,105,40,5,20,1,20,0.8357619975402417,0.0,inf,False,True,
11064,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-30-0-08_07_2021-02h03m53s.txt,105,40,0,30,1,20,0.9713181190912579,0.0,inf,False,True,
11065,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-30-10-08_07_2021-02h03m52s.txt,105,40,10,30,1,20,0.895309411835985,0.0,inf,False,True,
11066,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-30-15-08_07_2021-02h03m52s.txt,105,40,15,30,1,20,0.7809217333796936,0.0,inf,False,True,
11067,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-30-20-08_07_2021-02h03m34s.txt,105,40,20,30,1,20,0.7472448503351816,0.0,inf,False,True,
11068,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-30-25-08_07_2021-02h03m35s.txt,105,40,25,30,1,20,0.24909784098375853,0.0,inf,False,True,
11069,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-30-5-08_07_2021-02h03m34s.txt,105,40,5,30,1,20,1.1965401703326646,0.0,inf,False,True,
11070,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-40-0-08_07_2021-02h03m17s.txt,105,40,0,40,1,20,2.1546363843062215,0.0,inf,False,True,
11071,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-40-10-08_07_2021-02h03m16s.txt,105,40,10,40,1,20,0.9589336036482341,0.0,inf,False,True,
11072,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-40-15-08_07_2021-02h03m16s.txt,105,40,15,40,1,20,1.1371108672037091,0.0,inf,False,True,
11073,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-40-20-08_07_2021-02h02m58s.txt,105,40,20,40,1,20,0.8792522314452258,0.0,inf,False,True,
11074,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-40-25-08_07_2021-02h02m59s.txt,105,40,25,40,1,20,0.7750736927707105,0.0,inf,False,True,
11075,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-40-5-08_07_2021-02h02m59s.txt,105,40,5,40,1,20,1.3354691650295547,0.0,inf,False,True,
11076,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-50-0-08_07_2021-02h02m41s.txt,105,40,0,50,1,20,1.3901975294075215,0.0,inf,False,True,
11077,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-50-10-08_07_2021-02h02m40s.txt,105,40,10,50,1,20,0.9823122329540466,0.0,inf,False,True,
11078,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-50-15-08_07_2021-02h02m40s.txt,105,40,15,50,1,20,1.1229194587059563,0.0,inf,False,True,
11079,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-50-20-08_07_2021-02h02m22s.txt,105,40,20,50,1,20,1.3887963824563219,0.0,inf,False,True,
11080,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-50-25-08_07_2021-02h02m22s.txt,105,40,25,50,1,20,0.9647790533274163,0.0,inf,False,True,
11081,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-50-5-08_07_2021-02h02m22s.txt,105,40,5,50,1,20,1.0948195074260458,0.0,inf,False,True,
11082,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-60-0-08_07_2021-02h02m05s.txt,105,40,0,60,1,20,1.3533132186591006,0.0,inf,False,True,
11083,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-60-10-08_07_2021-02h02m03s.txt,105,40,10,60,1,20,1.602703355242646,0.0,inf,False,True,
11084,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-60-15-08_07_2021-02h02m03s.txt,105,40,15,60,1,20,1.5077674623658677,0.0,inf,False,True,
11085,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-60-20-08_07_2021-02h01m46s.txt,105,40,20,60,1,20,1.2868919339691711,0.0,inf,False,True,
11086,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-60-25-08_07_2021-02h01m46s.txt,105,40,25,60,1,20,1.0924592147947787,0.0,inf,False,True,
11087,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-105-60-5-08_07_2021-02h01m46s.txt,105,40,5,60,1,20,1.4837142741997336,0.0,inf,False,True,
11088,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-110-10-0-08_07_2021-02h01m28s.txt,110,40,0,10,1,20,0.41609911908165786,0.0,inf,False,True,
11089,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-110-10-10-08_07_2021-02h01m27s.txt,110,40,10,10,1,20,0.0,0.0,0.0,False,True,
11090,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_20-1-40-110-10-15-08_07_2021-02h01m27s.txt,110,40,15,10,1,20,0.0,0.0,0.0,True,True,33.35685730726829
