,source,ego_pos,ego_init_speed,other_pos,other_init_speed,ped_delay,ped_init_speed,min_dist,min_angle,min_ttc,collision,oob,collision_speed
0,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-10-0-08_07_2021-06h46m09s.txt,100,10,0,10,0,10,0.9295664892132365,0.0,1.597686058562993,False,False,
1,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-10-10-08_07_2021-06h46m09s.txt,100,10,10,10,0,10,0.9268172854848515,0.0,inf,False,False,
2,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-10-15-08_07_2021-06h45m59s.txt,100,10,15,10,0,10,0.898427439155185,0.0,inf,False,False,
3,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-10-20-08_07_2021-06h45m30s.txt,100,10,20,10,0,10,0.8987809087905778,0.0,inf,False,False,
4,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-10-25-08_07_2021-06h45m29s.txt,100,10,25,10,0,10,0.9008167981905868,0.0,inf,False,False,
5,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-10-5-08_07_2021-06h45m29s.txt,100,10,5,10,0,10,0.9202052155456499,0.0,inf,False,False,
6,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-20-0-08_07_2021-06h44m58s.txt,100,10,0,20,0,10,1.0120956873679519,0.0,inf,False,False,
7,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-20-10-08_07_2021-06h44m58s.txt,100,10,10,20,0,10,0.9730701166108613,0.0,inf,False,False,
8,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-20-15-08_07_2021-06h44m56s.txt,100,10,15,20,0,10,0.9797623872899432,0.0,1.7532863239461132,False,False,
9,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-20-20-08_07_2021-06h44m25s.txt,100,10,20,20,0,10,0.9428343808184989,0.0,1.7952517008246054,False,False,
10,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-20-25-08_07_2021-06h44m24s.txt,100,10,25,20,0,10,0.93149469715586,0.0,1.7631123410581653,False,False,
11,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-20-5-08_07_2021-06h44m24s.txt,100,10,5,20,0,10,0.9579997690163782,0.0,inf,False,False,
12,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-30-0-08_07_2021-06h43m52s.txt,100,10,0,30,0,10,1.063735769901493,0.0,inf,False,False,
13,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-30-10-08_07_2021-06h43m51s.txt,100,10,10,30,0,10,1.0119452801216555,0.0,inf,False,False,
14,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-30-15-08_07_2021-06h43m52s.txt,100,10,15,30,0,10,0.9562343961682123,0.0,1.7011378904806587,False,False,
15,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-30-20-08_07_2021-06h43m20s.txt,100,10,20,30,0,10,0.9498368694132298,0.0,inf,False,False,
16,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-30-25-08_07_2021-06h43m20s.txt,100,10,25,30,0,10,0.9630808906898172,0.0,inf,False,False,
17,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-30-5-08_07_2021-06h43m19s.txt,100,10,5,30,0,10,1.0625211026130765,0.0,inf,False,False,
18,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-40-0-08_07_2021-06h42m48s.txt,100,10,0,40,0,10,0.991384913182098,0.0,1.623133584266412,False,False,
19,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-40-10-08_07_2021-06h42m48s.txt,100,10,10,40,0,10,0.973098471911491,0.0,inf,False,False,
20,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-40-15-08_07_2021-06h42m46s.txt,100,10,15,40,0,10,1.0495812382775607,0.0,inf,False,False,
21,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-40-20-08_07_2021-06h42m15s.txt,100,10,20,40,0,10,0.9623080734059428,0.0,1.6557323980820755,False,False,
22,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-40-25-08_07_2021-06h42m15s.txt,100,10,25,40,0,10,1.0810989239577093,0.0,1.6794126025168195,False,False,
23,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-40-5-08_07_2021-06h42m14s.txt,100,10,5,40,0,10,1.0625099452902798,0.0,inf,False,False,
24,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-50-0-08_07_2021-06h41m43s.txt,100,10,0,50,0,10,1.1090068910833906,0.0,inf,False,False,
25,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-50-10-08_07_2021-06h41m43s.txt,100,10,10,50,0,10,1.1041741804569951,0.0,inf,False,False,
26,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-50-15-08_07_2021-06h41m42s.txt,100,10,15,50,0,10,1.0549656654181447,0.0,1.6631427348569938,False,False,
27,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-50-20-08_07_2021-06h41m08s.txt,100,10,20,50,0,10,1.001127866886573,0.0,inf,False,False,
28,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-50-25-08_07_2021-06h41m04s.txt,100,10,25,50,0,10,0.9649197981457047,0.0,inf,False,False,
29,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-50-5-08_07_2021-06h41m03s.txt,100,10,5,50,0,10,1.1299625507387452,0.0,inf,False,False,
30,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-60-0-08_07_2021-06h40m33s.txt,100,10,0,60,0,10,1.2522232888882456,0.0,inf,False,False,
31,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-60-10-08_07_2021-06h40m33s.txt,100,10,10,60,0,10,1.1326832436516288,0.0,inf,False,False,
32,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-60-15-08_07_2021-06h40m33s.txt,100,10,15,60,0,10,1.1270879025785083,0.0,1.6174646487000195,False,False,
33,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-60-20-08_07_2021-06h40m02s.txt,100,10,20,60,0,10,0.9755773598463673,0.0,1.6518273910161625,False,False,
34,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-60-25-08_07_2021-06h40m01s.txt,100,10,25,60,0,10,1.1004700143423074,0.0,1.6597273069706446,False,False,
35,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-100-60-5-08_07_2021-06h40m01s.txt,100,10,5,60,0,10,0.9899727648041297,0.0,1.644376557810979,False,False,
36,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-10-0-08_07_2021-06h39m32s.txt,105,10,0,10,0,10,0.9454577164131495,0.0,1.4459579380200582,False,False,
37,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-10-10-08_07_2021-06h39m30s.txt,105,10,10,10,0,10,0.921454499891603,0.0,inf,False,False,
38,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-10-15-08_07_2021-06h39m30s.txt,105,10,15,10,0,10,0.9119927803019126,0.0,1.584261524934977,False,False,
39,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-10-20-08_07_2021-06h38m59s.txt,105,10,20,10,0,10,0.8934005616563883,0.0,1.6775441741121178,False,False,
40,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-10-25-08_07_2021-06h38m59s.txt,105,10,25,10,0,10,0.9573794928772941,0.0,inf,False,False,
41,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-10-5-08_07_2021-06h38m58s.txt,105,10,5,10,0,10,0.9674593938197948,0.0,1.4841734350039124,False,False,
42,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-20-0-08_07_2021-06h38m27s.txt,105,10,0,20,0,10,1.0151145620559077,0.0,inf,False,False,
43,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-20-10-08_07_2021-06h38m27s.txt,105,10,10,20,0,10,0.9554379792570971,0.0,inf,False,False,
44,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-20-15-08_07_2021-06h38m26s.txt,105,10,15,20,0,10,0.9859778072529397,0.0,1.5850956384327826,False,False,
45,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-20-20-08_07_2021-06h37m56s.txt,105,10,20,20,0,10,0.9999323478008688,0.0,1.6356845316621527,False,False,
46,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-20-25-08_07_2021-06h37m56s.txt,105,10,25,20,0,10,1.0044408982369917,0.0,inf,False,False,
47,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-20-5-08_07_2021-06h37m56s.txt,105,10,5,20,0,10,1.0015044495642735,0.0,1.521825896963335,False,False,
48,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-30-0-08_07_2021-06h37m26s.txt,105,10,0,30,0,10,0.9738799969334893,0.0,1.482817058961465,False,False,
49,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-30-10-08_07_2021-06h37m26s.txt,105,10,10,30,0,10,0.9658527260138734,0.0,1.50718164853351,False,False,
50,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-30-15-08_07_2021-06h37m24s.txt,105,10,15,30,0,10,1.0565137111673342,0.0,inf,False,False,
51,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-30-20-08_07_2021-06h36m54s.txt,105,10,20,30,0,10,1.0452595542988812,0.0,inf,False,False,
52,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-30-25-08_07_2021-06h36m54s.txt,105,10,25,30,0,10,0.9497378132313292,0.0,1.5580745386204953,False,False,
53,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-30-5-08_07_2021-06h36m54s.txt,105,10,5,30,0,10,0.9792832865327701,0.0,inf,False,False,
54,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-40-0-08_07_2021-06h36m23s.txt,105,10,0,40,0,10,0.9892957991536169,0.0,inf,False,False,
55,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-40-10-08_07_2021-06h36m24s.txt,105,10,10,40,0,10,0.9949161657667611,0.0,1.4849797957441515,False,False,
56,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-40-15-08_07_2021-06h36m23s.txt,105,10,15,40,0,10,0.9881880348283474,0.0,inf,False,False,
57,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-40-20-08_07_2021-06h35m53s.txt,105,10,20,40,0,10,1.0109889622817536,0.0,1.5142213734206635,False,False,
58,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-40-25-08_07_2021-06h35m52s.txt,105,10,25,40,0,10,0.9869547670315852,0.0,inf,False,False,
59,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-40-5-08_07_2021-06h35m52s.txt,105,10,5,40,0,10,1.0287459303459383,0.0,1.467203686747943,False,False,
60,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-50-0-08_07_2021-06h35m23s.txt,105,10,0,50,0,10,1.0376198820770468,0.0,1.4465847564615881,False,False,
61,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-50-10-08_07_2021-06h35m22s.txt,105,10,10,50,0,10,1.0597656172008576,0.0,1.4580849785323882,False,False,
62,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-50-15-08_07_2021-06h35m22s.txt,105,10,15,50,0,10,1.0343294641548644,0.0,inf,False,False,
63,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-50-20-08_07_2021-06h34m52s.txt,105,10,20,50,0,10,0.9997390129338122,0.0,inf,False,False,
64,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-50-25-08_07_2021-06h34m53s.txt,105,10,25,50,0,10,0.967578138284412,0.0,inf,False,False,
65,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-50-5-08_07_2021-06h34m51s.txt,105,10,5,50,0,10,1.058652497035777,0.0,1.4580195076346063,False,False,
66,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-60-0-08_07_2021-06h34m22s.txt,105,10,0,60,0,10,0.9991030638590637,0.0,1.43336180983891,False,False,
67,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-60-10-08_07_2021-06h34m21s.txt,105,10,10,60,0,10,1.0028982568001092,0.0,1.4588265294194747,False,False,
68,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-60-15-08_07_2021-06h34m22s.txt,105,10,15,60,0,10,1.0634761126240924,0.0,inf,False,False,
69,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-60-20-08_07_2021-06h33m51s.txt,105,10,20,60,0,10,1.1893290370311869,0.0,1.4728598209985893,False,False,
70,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-60-25-08_07_2021-06h33m52s.txt,105,10,25,60,0,10,0.9842783247881361,0.0,inf,False,False,
71,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-105-60-5-08_07_2021-06h33m51s.txt,105,10,5,60,0,10,1.3017919100764308,0.0,inf,False,False,
72,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-10-0-08_07_2021-06h33m21s.txt,110,10,0,10,0,10,0.9603716604660923,0.0,inf,False,False,
73,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-10-10-08_07_2021-06h33m21s.txt,110,10,10,10,0,10,0.9574855472510193,0.0,inf,False,False,
74,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-10-15-08_07_2021-06h33m21s.txt,110,10,15,10,0,10,0.8737040804557421,0.0,inf,False,False,
75,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-10-20-08_07_2021-06h32m51s.txt,110,10,20,10,0,10,0.8484639331857502,0.0,inf,False,False,
76,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-10-25-08_07_2021-06h32m51s.txt,110,10,25,10,0,10,0.878084199106222,0.0,inf,False,False,
77,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-10-5-08_07_2021-06h32m50s.txt,110,10,5,10,0,10,0.9532337920410199,0.0,1.3260847376411797,False,False,
78,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-20-0-08_07_2021-06h32m21s.txt,110,10,0,20,0,10,0.9912037225703099,0.0,1.3377842345746127,False,False,
79,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-20-10-08_07_2021-06h32m20s.txt,110,10,10,20,0,10,0.960240160755482,0.0,inf,False,False,
80,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-20-15-08_07_2021-06h32m20s.txt,110,10,15,20,0,10,0.9623751816621535,0.0,1.418995599620828,False,False,
81,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-20-20-08_07_2021-06h31m51s.txt,110,10,20,20,0,10,0.9529515807438003,0.0,inf,False,False,
82,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-20-25-08_07_2021-06h31m51s.txt,110,10,25,20,0,10,0.9448545646154618,0.0,1.5137124240436168,False,False,
83,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-20-5-08_07_2021-06h31m50s.txt,110,10,5,20,0,10,0.966215572683796,0.0,inf,False,False,
84,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-30-0-08_07_2021-06h31m21s.txt,110,10,0,30,0,10,0.9878598525136741,0.0,inf,False,False,
85,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-30-10-08_07_2021-06h31m20s.txt,110,10,10,30,0,10,0.9739783239236317,0.0,inf,False,False,
86,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-30-15-08_07_2021-06h31m20s.txt,110,10,15,30,0,10,0.9669283555477914,0.0,1.3670011641611433,False,False,
87,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-30-20-08_07_2021-06h30m51s.txt,110,10,20,30,0,10,0.967103343294113,0.0,1.380388903620965,False,False,
88,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-30-25-08_07_2021-06h30m50s.txt,110,10,25,30,0,10,1.0314972030793328,0.0,inf,False,False,
89,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-30-5-08_07_2021-06h30m50s.txt,110,10,5,30,0,10,0.9845347538634202,0.0,inf,False,False,
90,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-40-0-08_07_2021-06h30m22s.txt,110,10,0,40,0,10,1.0929142041205075,0.0,inf,False,False,
91,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-40-10-08_07_2021-06h30m21s.txt,110,10,10,40,0,10,1.0968548013167192,0.0,1.3284484254104016,False,False,
92,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-40-15-08_07_2021-06h30m21s.txt,110,10,15,40,0,10,0.9744173075697202,0.0,inf,False,False,
93,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-40-20-08_07_2021-06h29m52s.txt,110,10,20,40,0,10,1.0538081815843978,0.0,inf,False,False,
94,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-40-25-08_07_2021-06h29m52s.txt,110,10,25,40,0,10,0.967868193602544,0.0,1.3564877169495277,False,False,
95,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-40-5-08_07_2021-06h29m52s.txt,110,10,5,40,0,10,0.9792505264614992,0.0,inf,False,False,
96,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-50-0-08_07_2021-06h29m23s.txt,110,10,0,50,0,10,0.9975982564118566,0.0,inf,False,False,
97,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-50-10-08_07_2021-06h29m23s.txt,110,10,10,50,0,10,1.0244223571837048,0.0,inf,False,False,
98,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-50-15-08_07_2021-06h29m22s.txt,110,10,15,50,0,10,1.0100713356456823,0.0,inf,False,False,
99,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-50-20-08_07_2021-06h28m54s.txt,110,10,20,50,0,10,0.9882881077875951,0.0,1.319325875296078,False,False,
100,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-50-25-08_07_2021-06h28m54s.txt,110,10,25,50,0,10,0.9719968687526421,0.0,1.327340794203436,False,False,
101,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-50-5-08_07_2021-06h28m54s.txt,110,10,5,50,0,10,1.0180718762131704,0.0,inf,False,False,
102,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-60-0-08_07_2021-06h28m24s.txt,110,10,0,60,0,10,1.221521937414535,0.0,inf,False,False,
103,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-60-10-08_07_2021-06h28m24s.txt,110,10,10,60,0,10,1.2505144370133832,0.0,inf,False,False,
104,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-60-15-08_07_2021-06h28m24s.txt,110,10,15,60,0,10,1.0258234565925237,0.0,1.3094944964520914,False,False,
105,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-60-20-08_07_2021-06h27m55s.txt,110,10,20,60,0,10,1.0218953084811582,0.0,1.3072833321201331,False,False,
106,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-60-25-08_07_2021-06h27m53s.txt,110,10,25,60,0,10,1.267304868098114,0.0,inf,False,False,
107,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-110-60-5-08_07_2021-06h27m53s.txt,110,10,5,60,0,10,0.9914244378960824,0.0,1.288445857572727,False,False,
108,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-10-0-08_07_2021-06h27m25s.txt,115,10,0,10,0,10,0.9785359273680858,0.0,1.1577941169900854,False,False,
109,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-10-10-08_07_2021-06h27m24s.txt,115,10,10,10,0,10,0.9358384170461043,0.0,inf,False,False,
110,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-10-15-08_07_2021-06h27m24s.txt,115,10,15,10,0,10,0.8407683369980967,0.0,inf,False,False,
111,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-10-20-08_07_2021-06h26m54s.txt,115,10,20,10,0,10,0.7842086837160172,0.0,inf,False,False,
112,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-10-25-08_07_2021-06h26m54s.txt,115,10,25,10,0,10,0.902385696950879,0.0,1.9893842301219327,False,False,
113,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-10-5-08_07_2021-06h26m53s.txt,115,10,5,10,0,10,0.9535478501361307,0.0,1.202079806888092,False,False,
114,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-20-0-08_07_2021-06h26m25s.txt,115,10,0,20,0,10,0.9830487846941014,0.0,inf,False,False,
115,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-20-10-08_07_2021-06h26m25s.txt,115,10,10,20,0,10,0.9677099072573254,0.0,inf,False,False,
116,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-20-15-08_07_2021-06h26m24s.txt,115,10,15,20,0,10,0.9594305318997756,0.0,1.2572966978112352,False,False,
117,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-20-20-08_07_2021-06h25m57s.txt,115,10,20,20,0,10,0.9661336240434681,0.0,inf,False,False,
118,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-20-25-08_07_2021-06h25m56s.txt,115,10,25,20,0,10,1.000757266566294,0.0,1.4258211099685942,False,False,
119,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-20-5-08_07_2021-06h25m55s.txt,115,10,5,20,0,10,0.9896603498457566,0.0,1.2677367609716106,False,False,
120,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-30-0-08_07_2021-06h25m28s.txt,115,10,0,30,0,10,1.0593560466172542,0.0,inf,False,False,
121,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-30-10-08_07_2021-06h25m27s.txt,115,10,10,30,0,10,1.0520814128506908,0.0,inf,False,False,
122,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-30-15-08_07_2021-06h25m27s.txt,115,10,15,30,0,10,0.999935908287962,0.0,inf,False,False,
123,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-30-20-08_07_2021-06h24m59s.txt,115,10,20,30,0,10,1.0069911162805676,0.0,inf,False,False,
124,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-30-25-08_07_2021-06h24m59s.txt,115,10,25,30,0,10,0.9619792303297641,0.0,1.2487371538443834,False,False,
125,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-30-5-08_07_2021-06h24m58s.txt,115,10,5,30,0,10,1.0675671020583635,0.0,inf,False,False,
126,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-40-0-08_07_2021-06h24m31s.txt,115,10,0,40,0,10,1.031932720459901,0.0,1.1927175886660875,False,False,
127,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-40-10-08_07_2021-06h24m30s.txt,115,10,10,40,0,10,0.9884910783405458,0.0,inf,False,False,
128,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-40-15-08_07_2021-06h24m29s.txt,115,10,15,40,0,10,1.0648580819718432,0.0,inf,False,False,
129,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-40-20-08_07_2021-06h24m03s.txt,115,10,20,40,0,10,0.9768511250207785,0.0,1.2488599887266971,False,False,
130,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-40-25-08_07_2021-06h23m57s.txt,115,10,25,40,0,10,1.0483690412526183,0.0,1.2637874964655644,False,False,
131,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-40-5-08_07_2021-06h23m56s.txt,115,10,5,40,0,10,1.0567162573403732,0.0,1.2318393443097109,False,False,
132,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-50-0-08_07_2021-06h23m30s.txt,115,10,0,50,0,10,0.9997724749636538,0.0,1.175092810118403,False,False,
133,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-50-10-08_07_2021-06h23m30s.txt,115,10,10,50,0,10,0.9920184912341314,0.0,1.1972971863471054,False,False,
134,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-50-15-08_07_2021-06h23m30s.txt,115,10,15,50,0,10,0.9882521364776946,0.0,inf,False,False,
135,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-50-20-08_07_2021-06h23m03s.txt,115,10,20,50,0,10,0.9822829200506864,0.0,inf,False,False,
136,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-50-25-08_07_2021-06h23m01s.txt,115,10,25,50,0,10,0.9764909983758119,0.0,inf,False,False,
137,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-50-5-08_07_2021-06h23m01s.txt,115,10,5,50,0,10,0.9900639957925113,0.0,1.1920211109296213,False,False,
138,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-60-0-08_07_2021-06h22m33s.txt,115,10,0,60,0,10,1.02602849881802,0.0,1.1824806258525906,False,False,
139,C:\Users\stepthun\AppData\Local\record2_analysis\foo_Crossing_10-0-10-115-60-10-08_07_2021-06h22m34s.txt,115,10,10,60,0,10,0.9898322729228495,0.0,1.1885578931826386,False,False,
